曜日時限,授業科目,担当教員,開講区分,開講年度学期,単位数,曜日
木2,F28340 理科教育法Ⅳ ②《教職》,赤﨑　哲也／平賀　徹／髙橋　信幸／藤本　義博／春日　二郎,週間授業,2025年度秋学期,2.0単位,4
木4,F28350 理科教育法Ⅳ ③《教職》,赤﨑　哲也／平賀　徹／髙橋　信幸／藤本　義博／春日　二郎,週間授業,2025年度秋学期,2.0単位,4
木2,F28420 教職論 ⑤《教職》,田中　泰輔,週間授業,2025年度春学期,2.0単位,4
木4,F28430 教職論 ⑥《教職》,田中　泰輔,週間授業,2025年度春学期,2.0単位,4
木4,F28450 教職論 ⑧《教職》,田中　泰輔,週間授業,2025年度秋学期,2.0単位,4
木2,F28480 教育の方法と技術 ③動物学科・生物地球学科対象 《教職》,津田　秀哲,週間授業,2025年度春学期,2.0単位,4
木3,F28490 教育の方法と技術 ④基礎理学科SB対象 《教職》,津田　秀哲,週間授業,2025年度春学期,2.0単位,4
木2,F28540 生徒・進路指導論 ③基礎理学科SA・化学科対象 《教職》,石田　正人,週間授業,2025年度春学期,2.0単位,4
木2,F28570 生徒・進路指導論 ⑥基礎理学科SB対象 《教職》,石田　正人,週間授業,2025年度秋学期,2.0単位,4
木2,F28660 教職実践演習（中・高） ⑨ 《教職》,赤﨑　哲也／平賀　徹／髙橋　信幸／皿田　琢司／坂口　武典／大月　一泰／中島　弘徳／福田　博人／藤本　義博／松本　一郎／田中　泰輔,週間授業,2025年度秋学期,2.0単位,4
木2,F28670 教職実践演習（中・高） ⑩ 《教職》,赤﨑　哲也／平賀　徹／髙橋　信幸／皿田　琢司／坂口　武典／大月　一泰／中島　弘徳／福田　博人／藤本　義博／松本　一郎／田中　泰輔,週間授業,2025年度秋学期,2.0単位,4
木4,F28750 特別活動の理論と方法 ③《教職》,白神　憲一／坂口　武典,週間授業,2025年度春学期,2.0単位,4
木5,F28870 特別支援教育の基礎と方法 ③秋前半 基礎理・工学部対象 《教職》,篠田　千枝,週間授業(学期前半),2025年度秋学期,1.0単位,4
木4,F28900 特別支援教育の基礎と方法 ⑥秋後半 動物・生地・情理対象 《教職》,篠田　千枝,週間授業(学期後半),2025年度秋学期,1.0単位,4
木4,F29080 数学科教育法Ⅲ ③応用数学科MB対象 《教職》,福田　博人／大月　一泰／石井　一郎,週間授業,2025年度春学期,2.0単位,4
木3,F29140 教育学原論 ④《教職》《学芸員》,皿田　琢司,週間授業,2025年度春学期,2.0単位,4
木2,F29160 教育学原論 ⑥《教職》《学芸員》,皿田　琢司,週間授業,2025年度秋学期,2.0単位,4
木3,F29240 教育行政学 ① 《教職》,松本　一郎,週間授業,2025年度春学期,2.0単位,4
木4,F29250 教育行政学 ② 《教職》,松本　一郎,週間授業,2025年度春学期,2.0単位,4
木3,F29260 教育行政学 ③ 《教職》,松本　一郎,週間授業,2025年度秋学期,2.0単位,4
木2,F29780 線形代数学 山内大介,山内　大介,週間授業,2025年度春学期,2.0単位,4
木3,F29790 材料工学,俣野　和明,週間授業,2025年度春学期,2.0単位,4
木2,F29990 古生物学概論,高橋　亮雄／藤田　将人／加藤　敬史／辻極　秀次／高崎　竜司／實吉　玄貴／林　昭次／千葉　謙太郎,週間授業,2025年度秋学期,2.0単位,4
木1,FV000900 理解と表現１,戸田　修司,週間授業,2025年度春学期,2.0単位,4
木1,FV001000 理解と表現２,竹谷　浩介／村田　拓也,週間授業,2025年度秋学期,2.0単位,4
木2,FV003100 社会を読みとくＡ （教育学）,小林　忠資,週間授業,2025年度秋学期,2.0単位,4
木1,FV003400 データを読みとく,安田　貴徳,週間授業,2025年度秋学期,2.0単位,4
木2,FV003410 データを読みとく,大熊　一正,週間授業,2025年度秋学期,2.0単位,4
木1,FV003500 自然を読みとく,木村　展之／鍬田　龍星,週間授業,2025年度春学期,2.0単位,4
木2,FV003900 基盤生物学,深瀬　徹,週間授業,2025年度春学期,2.0単位,4
木2,FV004400 作文英語,チェルベリオーネ　ミケーレ,週間授業,2025年度春学期,1.0単位,4
木2,FV004420 作文英語,ｸﾛｯｶｰ ﾈｲｻﾝ ﾃﾞｲﾋﾞｯﾄﾞ,週間授業,2025年度春学期,1.0単位,4
木2,FV004430 作文英語,チェルベリオーネ　ミケーレ,週間授業,2025年度秋学期,1.0単位,4
木2,FV004440 作文英語,ラヒースト　ディヴィッド　ジョセフ,週間授業,2025年度春学期,1.0単位,4
木2,FV004700 発表英語,田口　純,週間授業,2025年度春学期,1.0単位,4
木2,FV004710 発表英語,田口　純,週間授業,2025年度秋学期,1.0単位,4
木2,FV004720 発表英語,ラヒースト　ディヴィッド　ジョセフ,週間授業,2025年度秋学期,1.0単位,4
木1,FV005220 初修外国語１ （中国語）,張　永慶,週間授業,2025年度春学期,1.0単位,4
木2,FV005260 初修外国語１ （ハングル）,チェ　チャンオク,週間授業,2025年度春学期,1.0単位,4
木1,FV005320 初修外国語２ （中国語）,張　永慶,週間授業,2025年度秋学期,1.0単位,4
木2,FV005360 初修外国語２ （ハングル）,チェ　チャンオク,週間授業,2025年度秋学期,1.0単位,4
木1 木2,FV006000 スポーツスタディ （テニス）,明比　孝善,週間授業(学期前半),2025年度春学期,1.0単位,4
木1 木2,FV006010 スポーツスタディ （テニス）,明比　孝善,週間授業(学期前半),2025年度秋学期,1.0単位,4
木1,FV112500 専門英語ⅠＡ,江藤　真澄／梶川　修平／藤原　信行,週間授業(学期前半),2025年度春学期,0.5単位,4
木1,FV112600 専門英語ⅠＢ,竹谷　浩介／荒木　真美／宮前　二朗,週間授業(学期後半),2025年度春学期,0.5単位,4
木1,FV112700 専門英語ⅡＡ,江藤　真澄／千葉　秀一／田中　良法,週間授業(学期前半),2025年度秋学期,0.5単位,4
木1,FV112800 専門英語ⅡＢ,向田　昌司／佐伯　亘平／林　慶,週間授業(学期後半),2025年度秋学期,0.5単位,4
木1,FV112900 応用英語ⅠＡ,田口　純,週間授業(学期前半),2025年度春学期,0.5単位,4
木1,FV112910 応用英語ⅠＡ,トビー　カーティス,週間授業(学期前半),2025年度春学期,0.5単位,4
木1,FV112920 応用英語ⅠＡ,チェルベリオーネ　ミケーレ,週間授業(学期前半),2025年度春学期,0.5単位,4
木1,FV112930 応用英語ⅠＡ,菅　開,週間授業(学期前半),2025年度春学期,0.5単位,4
木1,FV113000 応用英語ⅠＢ,田口　純,週間授業(学期後半),2025年度春学期,0.5単位,4
木1,FV113010 応用英語ⅠＢ,トビー　カーティス,週間授業(学期後半),2025年度春学期,0.5単位,4
木1,FV113020 応用英語ⅠＢ,チェルベリオーネ　ミケーレ,週間授業(学期後半),2025年度春学期,0.5単位,4
木1,FV113030 応用英語ⅠＢ,菅　開,週間授業(学期後半),2025年度春学期,0.5単位,4
木1,FV113100 応用英語ⅡＡ,田口　純,週間授業(学期前半),2025年度秋学期,0.5単位,4
木1,FV113110 応用英語ⅡＡ,トビー　カーティス,週間授業(学期前半),2025年度秋学期,0.5単位,4
木1,FV113120 応用英語ⅡＡ,チェルベリオーネ　ミケーレ,週間授業(学期前半),2025年度秋学期,0.5単位,4
木1,FV113130 応用英語ⅡＡ,菅　開,週間授業(学期前半),2025年度秋学期,0.5単位,4
木1,FV113200 応用英語ⅡＢ,田口　純,週間授業(学期後半),2025年度秋学期,0.5単位,4
木1,FV113210 応用英語ⅡＢ,トビー　カーティス,週間授業(学期後半),2025年度秋学期,0.5単位,4
木1,FV113220 応用英語ⅡＢ,チェルベリオーネ　ミケーレ,週間授業(学期後半),2025年度秋学期,0.5単位,4
木1,FV113230 応用英語ⅡＢ,菅　開,週間授業(学期後半),2025年度秋学期,0.5単位,4
木1,FV114100 中国語ⅠＡ,張　永慶,週間授業(学期前半),2025年度春学期,0.5単位,4
木1,FV114200 中国語ⅠＢ,張　永慶,週間授業(学期後半),2025年度春学期,0.5単位,4
木1,FV114300 中国語ⅡＡ,張　永慶,週間授業(学期前半),2025年度秋学期,0.5単位,4
木1,FV114400 中国語ⅡＢ,張　永慶,週間授業(学期後半),2025年度秋学期,0.5単位,4
木2,FV114510 ハングルⅠＡ,チェ　チャンオク,週間授業(学期前半),2025年度春学期,0.5単位,4
木2,FV114610 ハングルⅠＢ,チェ　チャンオク,週間授業(学期後半),2025年度春学期,0.5単位,4
木2,FV114710 ハングルⅡＡ,チェ　チャンオク,週間授業(学期前半),2025年度秋学期,0.5単位,4
木2,FV114810 ハングルⅡＢ,チェ　チャンオク,週間授業(学期後半),2025年度秋学期,0.5単位,4
木1,FV222600 現代人の科学Ａ,木村　展之,週間授業(学期後半),2025年度春学期,1.0単位,4
木1,FV222800 現代人の科学Ｃ,鍬田　龍星,週間授業(学期前半),2025年度春学期,1.0単位,4
木2,FVM00400 獣医事法規,渡邉　剛央,週間授業(学期後半),2025年度春学期,1.0単位,4
火3 火4 火5 水3 水4 水5 木3 木4 木5,FVM00700 生命科学実習 【火～木】,江藤　真澄／近久　幸子／兒玉　朋子／荒木　真美／本間　健志／水野　理介／竹谷　浩介／千葉　秀一／松井　利康／村田　拓也／向田　昌司／田中　良法／野原　正勝,週間授業(学期前半),2025年度春学期,1.0単位,4
火3 火4 火5 水3 水4 水5 木3 木4 木5,FVM01600 獣医生化学実習 【火～木】,竹谷　浩介／近久　幸子／江藤　真澄／千葉　秀一／村田　拓也／田中　良法,週間授業(学期後半),2025年度春学期,1.0単位,4
水3 水4 水5 木3 木4 木5,FVM01800 獣医生理学実習 【水木】,村田　拓也／近久　幸子／江藤　真澄／竹谷　浩介／千葉　秀一／田中　良法,週間授業(学期後半),2025年度秋学期,1.0単位,4
月4 火3 火5 水4 木3 木5,FVM02100 獣医解剖学実習 【月～木】,松井　利康／荒木　真美／本間　健志／中村　進一／奥田　ゆう／嘉手苅　将,週間授業(学期後半),2025年度秋学期,2.0単位,4
水3 水4 水5 木3 木4 木5,FVM02200 獣医組織学実習 【水～木】,松井　利康／荒木　真美／本間　健志,週間授業(学期前半),2025年度秋学期,1.0単位,4
月4 火3 火5 水4 木3 木5,FVM02500 獣医薬理学実習 【月～木】,向田　昌司／兒玉　朋子／水野　理介／齋藤　文代／藤原　信行／早川　晃司,週間授業(学期後半),2025年度春学期,1.0単位,4
木1 木2,FVM02600 獣医微生物学,渡辺　俊平／児島　一州／畑　明寿／藤井　ひかる,週間授業(学期前半),2025年度春学期,2.0単位,4
月3 月4 月5 火3 火4 火5 水3 水4 水5 木3 木4 木5,FVM02700 獣医微生物学実習 【月～木】,渡辺　俊平／小川　寛人／児島　一州／木村　展之／小野　文子／太田　奈保美／藤井　ひかる／鍬田　龍星,週間授業(学期前半),2025年度春学期,2.0単位,4
水3 水5 木4,FVM02900 獣医毒性学実習 【水木】,西木　禎一／兒玉　朋子／小野　岳人／東　恒仁／水野　理介／向田　昌司／藤原　信行／早川　晃司,週間授業(学期後半),2025年度秋学期,1.0単位,4
木1 木2,FVM03000 動物実験学,片山　圭一／梶川　修平,週間授業(学期後半),2025年度春学期,2.0単位,4
月3 月5 火4 水3 水5 木4,FVM03100 獣医実験動物学実習 【月～木】,梶川　修平／小野　岳人／片山　圭一／東　恒仁／邊見　弘明／藤原　信行／宮前　二朗／村上　康平／早川　晃司,週間授業(学期後半),2025年度春学期,1.0単位,4
月4 火3 火5 水4 木3 木5,FVM03400 獣医病理解剖学実習 【月～木】,嘉手苅　将／中村　進一／杉山　晶彦,週間授業(学期後半),2025年度春学期,1.0単位,4
木2,FVM03800 臨床検査学入門,田川　道人,週間授業(学期前半),2025年度春学期,1.0単位,4
水3 水5 木4,FVM04300 魚病学実習 【水木】,横山　博／米加田　徹,週間授業(学期後半),2025年度春学期,1.0単位,4
月3 月4 月5 火3 火4 火5 水3 水4 水5 木3 木4 木5,FVM05000 食品衛生学実習 【月～木】,作道　章一／神田　卓弥／太田　奈保美,週間授業(学期前半),2025年度春学期,1.0単位,4
木1 木2,FVM05500 遺伝育種学,早川　晃司,週間授業(学期前半),2025年度秋学期,2.0単位,4
木3 木4,FVM06600 獣医消化器病学,三河　翔馬／下川　孝子／小林　宏祐,週間授業(学期前半),2025年度春学期,2.0単位,4
木2,FVM06900 獣医神経病学,糸井　崇将,週間授業(学期後半),2025年度春学期,1.0単位,4
木3,FVM07300 動物行動治療学,岩田　惠理,週間授業(学期前半),2025年度秋学期,1.0単位,4
木3 木4 木5 金3 金4 金5,FVM07400 小動物内科学実習 【木金】,下川　孝子／田川　道人／酒井　治／吉竹　涼平／岡田　大輝／中村　有加里／水谷　真也／朱　夏希／糸井　崇将／松田　彬／杉本　佳介／望月　庸平／三河　翔馬／村上　康平／小林　宏祐,週間授業(学期前半),2025年度秋学期,1.0単位,4
木2,FVM08000 獣医臨床腫瘍学,岡村　泰彦／佐伯　亘平／浅沼　武敏／小林　宏祐,週間授業(学期後半),2025年度秋学期,1.0単位,4
火3 火4 火5 水3 水4 水5 木3 木4 木5 金3 金4 金5,FVM08200 小動物外科学実習 【火～金】,岡村　泰彦／酒井　治／吉竹　涼平／岡田　大輝／前田　憲孝／神田　鉄平／中村　有加里／佐伯　亘平／水谷　真也／朱　夏希／糸井　崇将／中嶋　幸生／新井　清隆,週間授業(学期後半),2025年度秋学期,1.5単位,4
月3 月4 月5 火3 火4 火5 水3 水4 水5 木3 木4 木5,FVM08700 産業動物臨床実習 【月～木】,篠塚　康典／山本　直樹／後藤　聡／久枝　啓一／井上　陽一,週間授業(学期後半),2025年度春学期,2.0単位,4
木2,FVM09400 発生工学,邊見　弘明／米加田　徹／向田　昌司／梶川　修平／村上　康平,週間授業(学期前半),2025年度秋学期,1.0単位,4
木1,FVM09500 獣医病態モデル学,梶川　修平／片山　圭一／木村　展之／小野　文子／千葉　秀一／西木　禎一,週間授業(学期前半),2025年度秋学期,1.0単位,4
木3,FVM10900 セキュリティー学,神林　康弘,週間授業(学期後半),2025年度秋学期,1.0単位,4
木4,FVM11000 グローバル食品管理科学,神林　康弘,週間授業(学期後半),2025年度秋学期,1.0単位,4
木3 木4,FVM11300 動物危機管理学,小川　寛人,週間授業(学期後半),2025年度春学期,2.0単位,4
木3,FVM11900 エキゾチックアニマル学,中村　進一／木村　展之,週間授業(学期前半),2025年度秋学期,1.0単位,4
